trn_no|acc_no|cus_no|brn_cd|trn_type|trn_dt|trn_time|amt|trn_desc|chn|gndr|age
1428466329077178840|513072841203|5591584008|00396509|CREDIT|2023-06-29T00:00:00.000Z|173421|140|CDEP|BRNCH / ATM|MALE|48
42154924554108759764|513072841203|5591584008|00339201|CREDIT|2023-08-02T00:00:00.000Z|213042|70|FUND TRANSFER|IB|MALE|48
2838456901536680665|513072841203|5591584008|00396509|CREDIT|2023-06-26T00:00:00.000Z|211404|3600|CDEP|BRNCH / ATM|MALE|48
83455834387024326747|513072841203|5591584008|00339201|DEBIT|2023-07-02T00:00:00.000Z|100241|220|FUND TRANSFER|IB|MALE|48
11772566434820404230|513072841203|5591584008|00339201|CREDIT|2023-07-02T00:00:00.000Z|132837|70|FUND TRANSFER|IB|MALE|48
87219915005481173660|513072841203|5591584008|00339201|DEBIT|2023-06-26T00:00:00.000Z|223427|3350|FUND TRANSFER|IB|MALE|48
10854367283483322824|513072841203|5591584008|00449836|CREDIT|2023-06-26T00:00:00.000Z|112400|70|FUND TRANSFER|IB|MALE|48
44859265006835563945|513072841203|5591584008|00449836|DEBIT|2023-07-02T00:00:00.000Z|100745|50|FUND TRANSFER|IB|MALE|48
41866902718858534947|513072841203|5591584008|00449836|CREDIT|2023-08-25T00:00:00.000Z|135635|60|FUND TRANSFER|IB|MALE|48
2043755813361164951|513072841203|5591584008|00339201|CREDIT|2023-08-25T00:00:00.000Z|43923|140|FUND TRANSFER|IB|MALE|48
23971524557261897869|513072841203|5591584008|00449836|CREDIT|2023-08-25T00:00:00.000Z|125333|70|FUND TRANSFER|IB|MALE|48
93897890466793542613|513072841203|5591584008|00339201|CREDIT|2023-08-25T00:00:00.000Z|224936|147|FUND TRANSFER|IB|MALE|48
3045597429987035021|513072841203|5591584008|00449836|CREDIT|2023-08-27T00:00:00.000Z|40308|70|FUND TRANSFER|IB|MALE|48
61784274886413500854|513072841203|5591584008|00449836|CREDIT|2023-06-13T00:00:00.000Z|211846|70|FUND TRANSFER|IB|MALE|48
94958557376010650302|513072841203|5591584008|00449836|CREDIT|2023-06-15T00:00:00.000Z|150618|60|FUND TRANSFER|IB|MALE|48
81483824832282666497|513072841203|5591584008|00339201|CREDIT|2023-06-10T00:00:00.000Z|131511|130|FUND TRANSFER|IB|MALE|48
84612185025119100899|513072841203|5591584008|00449836|CREDIT|2023-08-31T00:00:00.000Z|104229|140|FUND TRANSFER|IB|MALE|48
16315133703321692379|513072841203|5591584008|00678972|DEBIT|2023-08-20T00:00:00.000Z|190827|100|PAYMENT|MEPS|MALE|48
62772956321300123682|513072841203|5591584008|00678972|DEBIT|2023-08-27T00:00:00.000Z|193759|139.39|PAYMENT|MEPS|MALE|48
32798274381212413542|513072841203|5591584008|00339201|CREDIT|2023-08-27T00:00:00.000Z|104339|70|FUND TRANSFER|IB|MALE|48
64011386657927804|513072841203|5591584008|00728812|DEBIT|2023-06-15T00:00:00.000Z|213118|30.5|PAYMENT|FPX|MALE|48
17479108919252822415|513072841203|5591584008|00728812|DEBIT|2023-06-15T00:00:00.000Z|173902|136.75|PAYMENT|FPX|MALE|48
32053160675276247876|513072841203|5591584008|00449836|CREDIT|2023-08-04T00:00:00.000Z|222612|217|FUND TRANSFER|IB|MALE|48
82124497399721651426|513072841203|5591584008|00449836|CREDIT|2023-08-04T00:00:00.000Z|230613|60|FUND TRANSFER|IB|MALE|48
9777438128874379723|513072841203|5591584008|00339201|CREDIT|2023-08-04T00:00:00.000Z|171448|145|FUND TRANSFER|IB|MALE|48
65396779716722752375|513072841203|5591584008|00339201|DEBIT|2023-08-04T00:00:00.000Z|164837|2200|FUND TRANSFER|IB|MALE|48
1876997135808861171|513072841203|5591584008|00339201|CREDIT|2023-08-04T00:00:00.000Z|161744|140|FUND TRANSFER|IB|MALE|48
82759437322364661341|513072841203|5591584008|00449836|CREDIT|2023-08-04T00:00:00.000Z|221153|130|FUND TRANSFER|IB|MALE|48
17214614843032799535|513072841203|5591584008|00339201|CREDIT|2023-06-15T00:00:00.000Z|195634|60|FUND TRANSFER|IB|MALE|48
29927660387255319841|513072841203|5591584008|00339201|CREDIT|2023-08-27T00:00:00.000Z|104138|60|FUND TRANSFER|IB|MALE|48
59008378707631567307|513072841203|5591584008|00449836|CREDIT|2023-08-27T00:00:00.000Z|40308|60|FUND TRANSFER|IB|MALE|48
78286385909204708395|513072841203|5591584008|00449836|DEBIT|2023-07-22T00:00:00.000Z|211112|300|FUND TRANSFER|IB|MALE|48
56728837197134649324|513072841203|5591584008|00449836|DEBIT|2023-07-22T00:00:00.000Z|210708|700|FUND TRANSFER|IB|MALE|48
72045917792559225439|513072841203|5591584008|00678972|DEBIT|2023-07-22T00:00:00.000Z|194024|37.8|PAYMENT|MEPS|MALE|48
62905923723117031477|513072841203|5591584008|00339201|DEBIT|2023-06-13T00:00:00.000Z|64230|2000|FUND TRANSFER|IB|MALE|48
19244926501352334052|513072841203|5591584008|00449836|DEBIT|2023-07-24T00:00:00.000Z|153039|1000|FUND TRANSFER|IB|MALE|48
37715117099839124827|513072841203|5591584008|00678972|DEBIT|2023-06-10T00:00:00.000Z|155833|65.2|PAYMENT|MEPS|MALE|48
73859516932338876846|513072841203|5591584008|00339201|CREDIT|2023-07-26T00:00:00.000Z|72906|210|FUND TRANSFER|IB|MALE|48
24851012176672677831|695805725787|4113495417|00678972|DEBIT|2023-06-19T00:00:00.000Z|115736|122|PAYMENT|MEPS|MALE|43
3107503763450283717|695805725787|4113495417|00439678|CREDIT|2023-06-19T00:00:00.000Z|215538|2300|IBK||MALE|43
24554030387872397563|695805725787|4113495417|00678972|DEBIT|2023-07-15T00:00:00.000Z|195624|26.5|PAYMENT|MEPS|MALE|43
58964903483163032835|695805725787|4113495417|00449836|DEBIT|2023-07-18T00:00:00.000Z|85201|26|FUND TRANSFER|IB|MALE|43
76380858785021319029|695805725787|4113495417|00716706|DEBIT|2023-07-18T00:00:00.000Z|94653|239.8|PAYMENT|MEPS|MALE|43
33670788679595414132|695805725787|4113495417|00339201|DEBIT|2023-07-18T00:00:00.000Z|144931|750|FUND TRANSFER|IB|MALE|43
64258306289335887293|695805725787|4113495417|00449836|DEBIT|2023-07-18T00:00:00.000Z|90549|16|FUND TRANSFER|IB|MALE|43
70292330631101236991|695805725787|4113495417|00728812|DEBIT|2023-07-18T00:00:00.000Z|194931|232|PAYMENT|FPX|MALE|43
55156417328236376392|695805725787|4113495417|00678972|DEBIT|2023-07-18T00:00:00.000Z|91226|114.4|PAYMENT|MEPS|MALE|43
7928185633876429246|695805725787|4113495417|00631233|DEBIT|2023-07-21T00:00:00.000Z|120437|50|SALE DEBIT|POS|MALE|43
43615083742399744681|695805725787|4113495417|00631233|DEBIT|2023-06-20T00:00:00.000Z|125424|90|SALE DEBIT|POS|MALE|43
82183465179364397576|695805725787|4113495417|00339201|DEBIT|2023-07-15T00:00:00.000Z|185936|18|FUND TRANSFER|IB|MALE|43
58584932773057780169|695805725787|4113495417|00339201|DEBIT|2023-07-15T00:00:00.000Z|230605|150|FUND TRANSFER|IB|MALE|43
572215232041842769|695805725787|4113495417|00728812|DEBIT|2023-08-11T00:00:00.000Z|123522|123|PAYMENT|FPX|MALE|43
94872094585396715966|695805725787|4113495417|00339201|DEBIT|2023-08-11T00:00:00.000Z|154126|2300|FUND TRANSFER|IB|MALE|43
3867043150311596535|695805725787|4113495417|00449836|CREDIT|2023-08-11T00:00:00.000Z|220721|250|FUND TRANSFER|IB|MALE|43
30985598554348648418|695805725787|4113495417|00439678|CREDIT|2023-08-11T00:00:00.000Z|215144|1000|IBK||MALE|43
13519118716240639767|695805725787|4113495417|00631233|DEBIT|2023-08-27T00:00:00.000Z|141806|37.2|SALE DEBIT|POS|MALE|43
46898447084990579307|695805725787|4113495417|00339201|DEBIT|2023-06-14T00:00:00.000Z|183740|974|FUND TRANSFER|IB|MALE|43
72536749891295548308|695805725787|4113495417|00728812|DEBIT|2023-06-14T00:00:00.000Z|134349|22|PAYMENT|FPX|MALE|43
80340714998263787431|695805725787|4113495417|00728812|DEBIT|2023-06-14T00:00:00.000Z|115048|10|PAYMENT|FPX|MALE|43
83515353923452334872|695805725787|4113495417|00339201|DEBIT|2023-06-14T00:00:00.000Z|183739|2400|FUND TRANSFER|IB|MALE|43
93998823121655880966|695805725787|4113495417|00449836|DEBIT|2023-06-14T00:00:00.000Z|183932|2719.46|PAYMENT|IB|MALE|43
13871044022532531095|695805725787|4113495417|00716706|DEBIT|2023-07-10T00:00:00.000Z|164622|410.1|PAYMENT|MEPS|MALE|43
42716144424992825782|695805725787|4113495417|00449836|DEBIT|2023-07-10T00:00:00.000Z|155035|67|PAYMENT|IB|MALE|43
91150586465313028661|695805725787|4113495417|00728812|DEBIT|2023-07-24T00:00:00.000Z|112106|76|PAYMENT|FPX|MALE|43
6785503061492343143|695805725787|4113495417|00449836|DEBIT|2023-07-24T00:00:00.000Z|111628|1800|FUND TRANSFER|IB|MALE|43
33099635531875671607|695805725787|4113495417|00339201|CREDIT|2023-07-24T00:00:00.000Z|111325|2400|FUND TRANSFER|IB|MALE|43
32830707938938393365|695805725787|4113495417|00449836|CREDIT|2023-06-15T00:00:00.000Z|193059|250|FUND TRANSFER|IB|MALE|43
35150440234337033858|695805725787|4113495417|00449836|DEBIT|2023-08-06T00:00:00.000Z|151457|165|FUND TRANSFER|IB|MALE|43
90967167536235333593|695805725787|4113495417|00631233|DEBIT|2023-08-06T00:00:00.000Z|174919|50|SALE DEBIT|POS|MALE|43
80390661712093694543|695805725787|4113495417|00631233|DEBIT|2023-08-06T00:00:00.000Z|212848|50|SALE DEBIT|POS|MALE|43
24820532955957335643|695805725787|4113495417|00728812|DEBIT|2023-07-19T00:00:00.000Z|220443|50.5|PAYMENT|FPX|MALE|43
44753451494129349881|695805725787|4113495417|00339201|DEBIT|2023-07-19T00:00:00.000Z|201054|60.5|FUND TRANSFER|IB|MALE|43
59595423868872617457|695805725787|4113495417|00339201|DEBIT|2023-07-19T00:00:00.000Z|145232|32.6|FUND TRANSFER|IB|MALE|43
44357629273884200111|695805725787|4113495417|00339201|DEBIT|2023-07-19T00:00:00.000Z|143149|47.5|FUND TRANSFER|IB|MALE|43
65935767563123033369|695805725787|4113495417|00162870|CREDIT|2023-06-12T00:00:00.000Z|153812|1400|SALARY||MALE|43
22306047342460440|695805725787|4113495417|00439678|CREDIT|2023-06-12T00:00:00.000Z|215522|5000|IBK||MALE|43
76957597822888929554|695805725787|4113495417|00631233|DEBIT|2023-06-12T00:00:00.000Z|51130|65.56|SALE DEBIT|POS|MALE|43
42150383347039991148|695805725787|4113495417|00728812|DEBIT|2023-06-12T00:00:00.000Z|145845|291.72|PAYMENT|FPX|MALE|43
37723520226359474617|695805725787|4113495417|00631233|DEBIT|2023-08-24T00:00:00.000Z|213244|60|SALE DEBIT|POS|MALE|43
4108909839851642017|695805725787|4113495417|00631233|DEBIT|2023-08-24T00:00:00.000Z|82354|80|SALE DEBIT|POS|MALE|43
33316186288833749467|695805725787|4113495417|00339201|CREDIT|2023-07-22T00:00:00.000Z|214535|1100|FUND TRANSFER|IB|MALE|43
70306663802938917073|695805725787|4113495417|00339201|DEBIT|2023-07-22T00:00:00.000Z|154515|258|FUND TRANSFER|IB|MALE|43
44192231905252802482|695805725787|4113495417|00728812|DEBIT|2023-07-25T00:00:00.000Z|163551|2|PAYMENT|FPX|MALE|43
58070044257906162053|695805725787|4113495417|00728812|DEBIT|2023-07-25T00:00:00.000Z|33742|1851|PAYMENT|FPX|MALE|43
859287986643972778|695805725787|4113495417|00339201|CREDIT|2023-06-25T00:00:00.000Z|182453|200|FUND TRANSFER|IB|MALE|43
91147591643842162852|695805725787|4113495417|00339201|DEBIT|2023-07-09T00:00:00.000Z|202403|26.5|FUND TRANSFER|IB|MALE|43
24519158522363643410|695805725787|4113495417|00449836|DEBIT|2023-07-09T00:00:00.000Z|202622|9.5|FUND TRANSFER|IB|MALE|43
47045334299859461765|695805725787|4113495417|00631233|DEBIT|2023-07-22T00:00:00.000Z|205618|28.2|SALE DEBIT|POS|MALE|43
55277199895952014684|695805725787|4113495417|00449836|CREDIT|2023-06-25T00:00:00.000Z|204451|100|FUND TRANSFER|IB|MALE|43
3035552948362856668|695805725787|4113495417|00563814|CREDIT|2023-06-23T00:00:00.000Z|113908|9923.68|SALARY||MALE|43
59053985236443597267|695805725787|4113495417|00339201|CREDIT|2023-06-23T00:00:00.000Z|161009|1100|FUND TRANSFER|IB|MALE|43
57654026427489609232|695805725787|4113495417|00339201|DEBIT|2023-06-23T00:00:00.000Z|131745|18|FUND TRANSFER|IB|MALE|43
4649891429471199696|695805725787|4113495417|00678972|DEBIT|2023-07-03T00:00:00.000Z|133127|48.8|PAYMENT|MEPS|MALE|43
44473109147906329773|695805725787|4113495417|00449836|CREDIT|2023-07-03T00:00:00.000Z|91559|300|FUND TRANSFER|IB|MALE|43
61688055325101848797|695805725787|4113495417|00449836|DEBIT|2023-07-03T00:00:00.000Z|211531|420|FUND TRANSFER|IB|MALE|43
60932030789892021667|695805725787|4113495417|00728812|DEBIT|2023-07-03T00:00:00.000Z|212745|10000|PAYMENT|FPX|MALE|43
27720625101474126490|695805725787|4113495417|00449836|DEBIT|2023-07-03T00:00:00.000Z|212102|600|FUND TRANSFER|IB|MALE|43
11806755365885310036|695805725787|4113495417|00339201|DEBIT|2023-07-21T00:00:00.000Z|105950|200|FUND TRANSFER|IB|MALE|43
29100065902672935052|695805725787|4113495417|00449836|DEBIT|2023-08-07T00:00:00.000Z|85201|550|FUND TRANSFER|IB|MALE|43
70857161205459652320|695805725787|4113495417|00339201|DEBIT|2023-08-17T00:00:00.000Z|133910|30|FUND TRANSFER|IB|MALE|43
73783418404366019182|695805725787|4113495417|00339201|DEBIT|2023-08-18T00:00:00.000Z|144528|17|FUND TRANSFER|IB|MALE|43
282094512377789471|695805725787|4113495417|00631233|DEBIT|2023-07-16T00:00:00.000Z|192807|97|SALE DEBIT|POS|MALE|43
47955498263304291186|695805725787|4113495417|00631233|DEBIT|2023-07-03T00:00:00.000Z|135556|36|SALE DEBIT|POS|MALE|43
49589285184561543598|695805725787|4113495417|00449836|DEBIT|2023-07-03T00:00:00.000Z|211817|360|FUND TRANSFER|IB|MALE|43
412216967403909186|695805725787|4113495417|00631233|DEBIT|2023-08-18T00:00:00.000Z|70252|70|SALE DEBIT|POS|MALE|43
87651039008622249890|695805725787|4113495417|00449836|DEBIT|2023-07-15T00:00:00.000Z|185431|13.5|FUND TRANSFER|IB|MALE|43
44828469087612260444|695805725787|4113495417|00728812|DEBIT|2023-07-16T00:00:00.000Z|152242|121.5|PAYMENT|FPX|MALE|43
67948885222188850330|695805725787|4113495417|00339201|DEBIT|2023-08-17T00:00:00.000Z|72249|100|FUND TRANSFER|IB|MALE|43
36152522962723818878|695805725787|4113495417|00396509|CREDIT|2023-08-17T00:00:00.000Z|90300|2000|CDEP|BRNCH / ATM|MALE|43
11725817311834395716|695805725787|4113495417|00678972|DEBIT|2023-07-15T00:00:00.000Z|142815|755.91|PAYMENT|MEPS|MALE|43
431079243647846814|695805725787|4113495417|00439678|CREDIT|2023-08-17T00:00:00.000Z|152036|2300|IBK||MALE|43
45380285516058140287|695805725787|4113495417|00449836|DEBIT|2023-07-15T00:00:00.000Z|181519|64.2|FUND TRANSFER|IB|MALE|43
141652392911942464|695805725787|4113495417|00728812|DEBIT|2023-07-14T00:00:00.000Z|141652|50|PAYMENT|FPX|MALE|43
99491686825281486568|695805725787|4113495417|00631233|DEBIT|2023-06-18T00:00:00.000Z|102828|40|SALE DEBIT|POS|MALE|43
39676747039368556364|695805725787|4113495417|00449836|DEBIT|2023-07-11T00:00:00.000Z|93846|200|FUND TRANSFER|IB|MALE|43
87493406118444983043|695805725787|4113495417|00339201|DEBIT|2023-07-11T00:00:00.000Z|171752|2300|FUND TRANSFER|IB|MALE|43
26840143782392153624|695805725787|4113495417|00339201|DEBIT|2023-06-21T00:00:00.000Z|111800|25|FUND TRANSFER|IB|MALE|43
20885429044364820421|695805725787|4113495417|00678972|DEBIT|2023-07-14T00:00:00.000Z|140320|36.5|PAYMENT|MEPS|MALE|43
52170432934330257516|695805725787|4113495417|00631233|DEBIT|2023-07-14T00:00:00.000Z|134046|29.5|SALE DEBIT|POS|MALE|43
11250555699366538048|695805725787|4113495417|00728812|DEBIT|2023-07-15T00:00:00.000Z|154618|189|PAYMENT|FPX|MALE|43
98828619312400993883|695805725787|4113495417|00678972|DEBIT|2023-07-15T00:00:00.000Z|100904|98.85|PAYMENT|MEPS|MALE|43
2813883097037868881|695805725787|4113495417|00339201|DEBIT|2023-07-14T00:00:00.000Z|173905|1000|FUND TRANSFER|IB|MALE|43
93910041432893066475|695805725787|4113495417|00728812|DEBIT|2023-06-30T00:00:00.000Z|92243|710|PAYMENT|FPX|MALE|43
97962489674640061800|695805725787|4113495417|00631233|DEBIT|2023-08-04T00:00:00.000Z|214409|50|SALE DEBIT|POS|MALE|43
9395652099282623517|695805725787|4113495417|00449836|DEBIT|2023-08-04T00:00:00.000Z|205850|14|FUND TRANSFER|IB|MALE|43
83680852909227020151|695805725787|4113495417|00678972|DEBIT|2023-08-04T00:00:00.000Z|204644|11.7|PAYMENT|MEPS|MALE|43
70299723639877841221|695805725787|4113495417|00339201|DEBIT|2023-07-15T00:00:00.000Z|190135|8|FUND TRANSFER|IB|MALE|43
42480517694814951750|695805725787|4113495417|00339201|DEBIT|2023-07-14T00:00:00.000Z|173959|2500|FUND TRANSFER|IB|MALE|43
80978307707260048433|695805725787|4113495417|00728812|DEBIT|2023-08-16T00:00:00.000Z|223747|852.36|PAYMENT|FPX|MALE|43
66894868287023840320|695805725787|4113495417|00728812|DEBIT|2023-08-16T00:00:00.000Z|225040|24.72|PAYMENT|FPX|MALE|43
3017179112314947219|695805725787|4113495417|00339201|DEBIT|2023-08-16T00:00:00.000Z|105228|3000|FUND TRANSFER|IB|MALE|43
73319211129149113|695805725787|4113495417|00449836|DEBIT|2023-08-16T00:00:00.000Z|112117|1727.04|PAYMENT|IB|MALE|43
29317079943925258726|695805725787|4113495417|00678972|DEBIT|2023-08-16T00:00:00.000Z|113952|197.9|PAYMENT|MEPS|MALE|43
8681291363782211547|695805725787|4113495417|00631233|DEBIT|2023-08-30T00:00:00.000Z|175223|80|SALE DEBIT|POS|MALE|43
38843496527694536037|695805725787|4113495417|00339201|DEBIT|2023-08-07T00:00:00.000Z|75136|1500|FUND TRANSFER|IB|MALE|43
2916823461276428248|695805725787|4113495417|00449836|DEBIT|2023-08-07T00:00:00.000Z|111853|14.84|FUND TRANSFER|IB|MALE|43
21854116633439750208|695805725787|4113495417|00728812|DEBIT|2023-08-07T00:00:00.000Z|75334|406.6|PAYMENT|FPX|MALE|43
11610539728880664957|695805725787|4113495417|00339201|DEBIT|2023-07-23T00:00:00.000Z|175033|29|FUND TRANSFER|IB|MALE|43
67255442699957656253|695805725787|4113495417|00631233|DEBIT|2023-07-23T00:00:00.000Z|133803|50|SALE DEBIT|POS|MALE|43
29838266481289300084|695805725787|4113495417|00678972|DEBIT|2023-08-22T00:00:00.000Z|92925|10|PAYMENT|MEPS|MALE|43
9458542069848220462|695805725787|4113495417|00678972|DEBIT|2023-07-07T00:00:00.000Z|210418|103.1|PAYMENT|MEPS|MALE|43
46728856183099674759|695805725787|4113495417|00339201|DEBIT|2023-07-07T00:00:00.000Z|201126|23.8|FUND TRANSFER|IB|MALE|43
75396535369360089513|695805725787|4113495417|00678972|DEBIT|2023-08-22T00:00:00.000Z|134043|8|PAYMENT|MEPS|MALE|43
55448068305842963866|695805725787|4113495417|00631233|DEBIT|2023-08-28T00:00:00.000Z|213312|397|SALE DEBIT|POS|MALE|43
3884168582482067115|695805725787|4113495417|00678972|DEBIT|2023-08-28T00:00:00.000Z|104937|43.35|PAYMENT|MEPS|MALE|43
69834058173315634857|695805725787|4113495417|00449836|DEBIT|2023-08-28T00:00:00.000Z|175917|19|FUND TRANSFER|IB|MALE|43
83984652831295894837|695805725787|4113495417|00678972|DEBIT|2023-08-22T00:00:00.000Z|140537|1|PAYMENT|MEPS|MALE|43
96428486582968938529|695805725787|4113495417|00678972|DEBIT|2023-08-22T00:00:00.000Z|170127|1.1|PAYMENT|MEPS|MALE|43
30772002023165633950|695805725787|4113495417|00339201|DEBIT|2023-07-02T00:00:00.000Z|195801|31.5|FUND TRANSFER|IB|MALE|43
23635340826527693180|695805725787|4113495417|00631233|DEBIT|2023-07-02T00:00:00.000Z|144348|20|SALE DEBIT|POS|MALE|43
75780315272185205122|695805725787|4113495417|00631233|DEBIT|2023-07-02T00:00:00.000Z|105105|26.9|SALE DEBIT|POS|MALE|43
71490502468292717307|695805725787|4113495417|00716706|DEBIT|2023-07-02T00:00:00.000Z|100200|240|PAYMENT|MEPS|MALE|43
84920510993736992546|695805725787|4113495417|00449836|DEBIT|2023-07-02T00:00:00.000Z|90946|80|FUND TRANSFER|IB|MALE|43
16442147724110570279|695805725787|4113495417|00716706|DEBIT|2023-07-02T00:00:00.000Z|93832|55.05|PAYMENT|MEPS|MALE|43
49431175667610914162|695805725787|4113495417|00716706|DEBIT|2023-07-02T00:00:00.000Z|94029|46.4|PAYMENT|MEPS|MALE|43
15723172833677981301|695805725787|4113495417|00716706|DEBIT|2023-07-02T00:00:00.000Z|95244|32|PAYMENT|MEPS|MALE|43
63979170357256360205|695805725787|4113495417|00631233|DEBIT|2023-08-12T00:00:00.000Z|232158|40|SALE DEBIT|POS|MALE|43
32001929961625943436|695805725787|4113495417|00631233|DEBIT|2023-08-29T00:00:00.000Z|123820|28|SALE DEBIT|POS|MALE|43
5824723019031460455|695805725787|4113495417|00631233|DEBIT|2023-08-29T00:00:00.000Z|201947|29|SALE DEBIT|POS|MALE|43
29249401141170622743|695805725787|4113495417|00449836|CREDIT|2023-08-29T00:00:00.000Z|162746|250|FUND TRANSFER|IB|MALE|43
15178626769199094701|695805725787|4113495417|00339201|DEBIT|2023-06-17T00:00:00.000Z|183553|23|FUND TRANSFER|IB|MALE|43
29944674797526928302|695805725787|4113495417|00678972|DEBIT|2023-07-02T00:00:00.000Z|94155|14.9|PAYMENT|MEPS|MALE|43
152249586601996546|695805725787|4113495417|00439678|CREDIT|2023-08-10T00:00:00.000Z|215155|45|IBK||MALE|43
98203886005789020061|695805725787|4113495417|00678972|DEBIT|2023-08-10T00:00:00.000Z|201329|43.7|PAYMENT|MEPS|MALE|43
4528316219916527000|695805725787|4113495417|00439678|CREDIT|2023-08-10T00:00:00.000Z|183723|1000|IBK||MALE|43
2607067743654648317|695805725787|4113495417|00631233|DEBIT|2023-08-10T00:00:00.000Z|144711|80|SALE DEBIT|POS|MALE|43
84415640276903808218|695805725787|4113495417|00728812|DEBIT|2023-08-29T00:00:00.000Z|91006|17.2|PAYMENT|FPX|MALE|43
35521666998802719781|695805725787|4113495417|00631233|DEBIT|2023-06-28T00:00:00.000Z|102407|40|SALE DEBIT|POS|MALE|43
90784564476696727568|695805725787|4113495417|00678972|DEBIT|2023-06-28T00:00:00.000Z|203217|40|PAYMENT|MEPS|MALE|43
77753149811552828227|695805725787|4113495417|00728812|DEBIT|2023-06-28T00:00:00.000Z|164240|409.75|PAYMENT|FPX|MALE|43
60432957885711928855|695805725787|4113495417|00631233|DEBIT|2023-08-02T00:00:00.000Z|105626|12|SALE DEBIT|POS|MALE|43
76623293067799877063|695805725787|4113495417|00631233|DEBIT|2023-08-27T00:00:00.000Z|191027|763.2|SALE DEBIT|POS|MALE|43
87643666982868623217|695805725787|4113495417|00631233|DEBIT|2023-08-27T00:00:00.000Z|140303|60|SALE DEBIT|POS|MALE|43
63887436189315805480|695805725787|4113495417|00339201|DEBIT|2023-06-01T00:00:00.000Z|151908|55|FUND TRANSFER|IB|MALE|43
26949012337323471296|695805725787|4113495417|00678972|DEBIT|2023-07-31T00:00:00.000Z|123119|89.99|PAYMENT|MEPS|MALE|43
30805347131064512132|695805725787|4113495417|00631233|DEBIT|2023-07-06T00:00:00.000Z|82819|90|SALE DEBIT|POS|MALE|43
95807214632566715361|695805725787|4113495417|00339201|DEBIT|2023-06-24T00:00:00.000Z|85829|500|FUND TRANSFER|IB|MALE|43
41103757613937309772|695805725787|4113495417|00449836|DEBIT|2023-06-24T00:00:00.000Z|152436|23.5|FUND TRANSFER|IB|MALE|43
48481332773424274834|695805725787|4113495417|00339201|DEBIT|2023-06-24T00:00:00.000Z|143431|900|FUND TRANSFER|IB|MALE|43
32992723441567844258|695805725787|4113495417|00631233|DEBIT|2023-07-01T00:00:00.000Z|95249|39.7|SALE DEBIT|POS|MALE|43
87731640662009975707|695805725787|4113495417|00631233|DEBIT|2023-06-24T00:00:00.000Z|94815|50|SALE DEBIT|POS|MALE|43
78370533243941802462|695805725787|4113495417|00449836|DEBIT|2023-07-05T00:00:00.000Z|215929|1000|FUND TRANSFER|IB|MALE|43
43332047563989048420|695805725787|4113495417|00728812|DEBIT|2023-06-08T00:00:00.000Z|95514|197.4|PAYMENT|FPX|MALE|43
6248162749223665636|695805725787|4113495417|00339201|DEBIT|2023-07-05T00:00:00.000Z|215819|1500|FUND TRANSFER|IB|MALE|43
67274207725447323465|695805725787|4113495417|00678972|DEBIT|2023-07-05T00:00:00.000Z|84545|100|PAYMENT|MEPS|MALE|43
2065056812457135765|695805725787|4113495417|00631233|DEBIT|2023-06-03T00:00:00.000Z|213933|90|SALE DEBIT|POS|MALE|43
9602080054290263936|695805725787|4113495417|00339201|CREDIT|2023-08-25T00:00:00.000Z|33422|1100|FUND TRANSFER|IB|MALE|43
95400046378965920417|695805725787|4113495417|00728812|DEBIT|2023-08-25T00:00:00.000Z|161959|299.39|PAYMENT|FPX|MALE|43
45565917676283417843|695805725787|4113495417|00563814|CREDIT|2023-08-25T00:00:00.000Z|42234|402.04|SALARY||MALE|43
8932413711826732843|695805725787|4113495417|00631233|DEBIT|2023-08-25T00:00:00.000Z|33713|283|SALE DEBIT|POS|MALE|43
9672144155733637465|695805725787|4113495417|00339201|DEBIT|2023-08-25T00:00:00.000Z|33639|35|FUND TRANSFER|IB|MALE|43
35834985761677362173|695805725787|4113495417|00678972|DEBIT|2023-07-05T00:00:00.000Z|103147|219.6|PAYMENT|MEPS|MALE|43
63859446781322327161|695805725787|4113495417|00678972|DEBIT|2023-07-13T00:00:00.000Z|140208|65.9|PAYMENT|MEPS|MALE|43
88744531247361448867|695805725787|4113495417|00631233|DEBIT|2023-06-06T00:00:00.000Z|192717|30|SALE DEBIT|POS|MALE|43
64961994323943105775|695805725787|4113495417|00339201|DEBIT|2023-07-05T00:00:00.000Z|81615|110|FUND TRANSFER|IB|MALE|43
26923490315031357165|695805725787|4113495417|00678972|DEBIT|2023-06-04T00:00:00.000Z|93643|38.7|PAYMENT|MEPS|MALE|43
19849319643552962253|695805725787|4113495417|00678972|DEBIT|2023-06-04T00:00:00.000Z|101244|33.5|PAYMENT|MEPS|MALE|43
72169888514895725345|695805725787|4113495417|00439678|CREDIT|2023-08-14T00:00:00.000Z|215256|1000|IBK||MALE|43
57794216905285794480|695805725787|4113495417|00449836|DEBIT|2023-06-04T00:00:00.000Z|221239|1300|FUND TRANSFER|IB|MALE|43
77677099301904616317|695805725787|4113495417|00678972|DEBIT|2023-07-13T00:00:00.000Z|201857|59.9|PAYMENT|MEPS|MALE|43
23590419726448993035|695805725787|4113495417|00631233|DEBIT|2023-07-13T00:00:00.000Z|205308|36.3|SALE DEBIT|POS|MALE|43
79413887364439600519|695805725787|4113495417|00631233|DEBIT|2023-07-13T00:00:00.000Z|205238|14.95|SALE DEBIT|POS|MALE|43
